Article,Sentence_en,Claim,Sentence
Manned spaceflights bring more good than harm,"After the Apollo I fire, which occurred in a Block I CM, NASA decided that no further manned missions would use Block I, though unmanned missions did.",FALSE,"Nach dem Apollo-I-Feuer, das in einem Block I Cm auftrat, entschied NASA, dass keine weiteren bemannten Missionen Block I benutzen würden, obwohl unbemannte Missionen dies getan haben."
Manned spaceflights bring more good than harm,"Additionally, the astronaut corps was adamant that any future NASA spacecraft would have to be manned, so the potentially unmanned SERV won no converts there either.",FALSE,"Darüber hinaus war das Astronautenkorps annamant, dass jegliches zukünftige NASA-Raumfahrzeug besetzt sein müsste, sodass der potenziell unbemannte Serv keine konvertiert werden muss."
Manned spaceflights bring more good than harm,"With or without VSE, human spaceflight will be made sustainable.",FALSE,Mit oder ohne VSE wird die menschliche Raumfahrt nachhaltig gemacht.
Manned spaceflights bring more good than harm,"It is my opinion that these space travelers may have by-passed or visited other planets (as we are planning) but were not native to those planets any more than our astronauts are native to the moon.'""",FALSE,"Es ist meiner Meinung nach, dass diese Weltraumreisenden andere Planeten übergeben oder besucht haben (wie wir planen), waren jedoch nicht mehr auf diesen Planeten, die nicht mehr als unsere Astronauten sind, als unsere Astronauten im Mond heimisch sind. '"""
Manned spaceflights bring more good than harm,One of Kraft's most important contributions to manned spaceflight would be his origination of the concept of a Mission Control Center.,FALSE,Einer der wichtigsten Beiträge von Kraft zum bemannten Raumbau wäre seine Entstehung des Konzepts eines Missionskontrollzentrums.
Manned spaceflights bring more good than harm,"However, beyond the limited protection of Earth's magnetosphere, interplanetary manned missions are much more vulnerable.",FALSE,Über den eingeschränkten Schutz der Magnetosphäre der Erde hinaus sind interplanetarische bemannte Missionen jedoch viel anfälliger.
Manned spaceflights bring more good than harm,The manned mission would be preceded by an unmanned probe to be sent in 2019 at the earliest.,FALSE,"Die bemannte Mission würde von einer unbemannten Sonde vorausgehen, die 2019 frühestens geschickt wurde."
Manned spaceflights bring more good than harm,"When they ask if the mission was a failure, he confidently responds with conviction, stating that all theories about manned spaceflight and exploration have now been proven.",FALSE,"Wenn sie fragen, ob die Mission ein Misserfolg war, reagiert er sicherlich mit Überzeugung, sodass alle Theorien über bemannte Raumfahrt und Erkundungen bewiesen wurden."
Manned spaceflights bring more good than harm,"Although human spaceflight has remained a long-term goal of the programme, with some basic technology development in this area, the thrust has been on implementation of the ExoMars mission and preparations for an international Mars sample return mission.",FALSE,"Obwohl das menschliche Spaceflight ein langfristiges Ziel des Programms geblieben ist, mit einer grundlegenden Technologieentwicklung in diesem Bereich, ist der Stoß auf der Umsetzung der Exemplare Mission und Vorbereitungen für eine internationale MARS-Sample-Rendite-Mission."
Manned spaceflights bring more good than harm,This was the first time since Apollo 13 in 1970 that a manned space mission was affected by the illness of a crew member.,FALSE,"Dies war das erste Mal seit Apollo 13 1970, dass eine bemannte Raummission von der Krankheit eines Crew-Mitglieds beeinträchtigt wurde."
Manned spaceflights bring more good than harm,A space traveler is a person who performs human spaceflight.,FALSE,"Ein Weltraumreisender ist eine Person, die menschliche Raumfahrt führt."
Manned spaceflights bring more good than harm,October 2011: Resolved: Private sector investment in human space exploration is preferable to public sector investment.,FALSE,Oktober 2011: Aufgelöst: Die Investitionen des privaten Sektors in die Erkundung der Öffentlichkeit ist für die Investitionen der öffentlichen Sektor vorzuziehen.
Manned spaceflights bring more good than harm,Space traveler's eye-sight can become blurry after too much time in space.,FALSE,Die Augenblicke des Weltraumsreisenden können nach zu viel Zeit im Weltraum verschwommen werden.
Manned spaceflights bring more good than harm,"In cases of dual citizenship, the space traveler is listed under their primary residence.",FALSE,In Fällen der doppelten Staatsbürgerschaft ist der Weltraumreisende unter ihrem Hauptwohnsitz aufgeführt.
Manned spaceflights bring more good than harm,Jerome Schnee estimated that the indirect economic return from spin-offs of human space exploration has been many times the initial public investment.,FALSE,"Jerome Schnee schätzte, dass die indirekte wirtschaftliche Rendite von Spin-offs von Human Space-Exploration oft die ursprüngliche öffentliche Investition war."
Manned spaceflights bring more good than harm,The space-traveler's brain is saved and it is transplanted into cyborg body.,FALSE,Das Gehirn des Weltraumsreisenden wird gespeichert und in Cyborg-Körper transplantiert.
Manned spaceflights bring more good than harm,Manned space flight utilizing solar sails is still in the development state of infancy.,FALSE,"Bemed Space-Flug, der Solars-Segel verwendet, befindet sich noch im Entwicklungszustand der Kinderschuhen."
Manned spaceflights bring more good than harm,"Space travelers have reported profound changes in the way they view their faith related to the overview effect, while some secular groups have criticized the use of government spacecraft for religious activities by astronauts.",FALSE,"Weltraumreisende haben fundierte Veränderungen in der Art und Weise gemeldet, wie sie ihren Glauben in Bezug auf den Überblickseffekt betrachten, während einige säkulare Gruppen den Einsatz von Regierungspaketen für religiöse Aktivitäten von Astronauten kritisiert haben."
Manned spaceflights bring more good than harm,"These space travelers are not always referred to as ""cosmonauts"", especially if they belong to another space program; e.g., NASA employees are almost always referred to as ""astronauts"", even if they are flying on a Russian vehicle.",FALSE,"Diese Raumreisenden werden nicht immer als ""Kosmonauten"" bezeichnet, insbesondere wenn sie zu einem anderen Weltraumprogramm gehören; E.G., NASA-Mitarbeiter werden fast immer als ""Astronauten"" bezeichnet, auch wenn sie auf einem russischen Fahrzeug fliegen."
Manned spaceflights bring more good than harm,With the advent of unmanned and manned space flight a new era of American history had presented itself.,FALSE,Mit dem Aufkommen von unbemannten und bemannten Raumflug hatte sich eine neue Ära der amerikanischen Geschichte präsentiert.
Manned spaceflights bring more good than harm,"The space cabin for any long-range manned mission is expected to be reasonably spacious, with approximately 28 cubic metres allotted to each occupant.",FALSE,"Es wird erwartet, dass die Raumkabine für jede langen Reichweite bemannte Mission erheblich geräumig ist, mit etwa 28 Kubikmessern, die jedem Insassen zugeteilt werden."
Manned spaceflights bring more good than harm,"On 31 December 2012, a NASA-supported study reported that manned spaceflight may harm the brains of astronauts and accelerate the onset of Alzheimer's disease.",TRUE,"Am 31. Dezember 2012 berichtete eine NASA-unterstützte Studie, dass bemannte Raumfahrt das Gehirn von Astronauten schaden und den Beginn der Alzheimer-Krankheit beschleunigen kann."
